BBBDD,0
AADBA,1
DABCB,0
CCCCB,0
DDAAB,3
DDAAC,1
CDCCD,0
DBADD,0
DACBC,1
CBCBB,3
DBBBB,3
AADDC,1
ABCAB,0
DBBDB,1
BBCAA,1
DADBB,0
ABCDC,1
BAABC,4
DCAAA,3
DDDCB,0
ACBBD,3
BDBBA,3
DDDCD,0
BDCBA,2
DCAAA,3
ADBCA,1
CCDBA,2
BABBA,3
ABBAC,4
ABADA,2
AABDB,3
DCDCA,1
DDDBC,4
CDACC,0
AAABC,4
BBBAC,4
BBCAD,0
BBCCA,1
DBDDA,2
ABABB,3
CBACB,1
BACAD,4
ABDBB,3
ABDDA,2
DBCDC,1
BDCAB,0
BCBCA,1
CDDBD,3
CBDBC,1
BDABC,1
DBDBC,1
CCACD,0
DBDAB,1
DBBBB,3
BDADD,0
BCACB,1
DDCDC,4
ACADA,2
CCBAB,0
ACDAD,4
CADCB,0
CDADC,0
ABDAB,1
CACCB,0
BCAAC,1
CDDBD,3
DCADC,0
DBABC,1
DDACB,1
BBAAC,4
AABCD,0
CCCAD,0
DBBCB,1
BABDD,3
BBCBD,3
BDABB,0
DBAAC,4
AABBA,3
BBCBB,3
DABBD,3
ADBBB,3
ACDCA,1
CABBB,0
BDDCD,0
DDCDB,0
CADDC,4
CABBC,4
ABCBC,1
ADDDB,0
CCADD,3
BCCBA,2
CBDAD,4
CCAAB,0
ADCDB,0
CDDBB,3
ADCCA,1
DDBCD,0
CABAB,0
DDCDD,4
ADAAC,1
BCABC,1
CBCAB,0
ACCDD,4
BDCDD,4
CDBAD,4
DCBAA,1
BBCAC,1
CAAAC,1
BCDDB,0
DBACC,0
ABABC,1
CDABB,3
CBCCC,1
BABAD,0
CCACD,0
CDDBB,3
CCDCB,0
CDACA,2
BCDAC,4
BACAB,1
ACDAB,0
CDACA,2
BDCBB,0
ADACC,0
DBBBC,1
BBDBA,3
CCDCC,1
ABAAA,0
ABABD,3
DABCA,1
DBBAB,1
BDBBD,3
DCBAA,1
CACBB,3
CAADA,3
BDDDC,4
AAADC,4
DCDBA,2
ACAAD,3
ABCDB,3
ACBCD,0
BBCAC,1
BACCB,3
CBDCD,0
CDACB,1
ACAAD,3
BDDAB,0
ABCAA,1
BCAAC,1
DBACA,2
AADAD,4
CCABB,3
CABAD,4
BCCBD,4
ACBBD,3
ABBCC,0
CBDBC,1
BCCCC,1
AADCD,3
BACDD,3
DAAAB,0
BACAD,4
BABCC,1
ACCDC,4
BCCCA,1
BBBDC,0
DBDCD,0
DBAAC,4
CDBCC,0
DDCCA,1
BCDDC,4
DADBB,0
DBCDB,3
CBBAD,4
DCBCB,0
CBDAC,4
ADDAC,4
CCDDB,0
DDABA,1
AAACD,0
AABAA,1
BCDBD,4
DBACA,2
CCABC,1
ABABC,1
AADCB,3
DDDBB,0
DBACD,0
BCCBB,0
ABABC,1
BBDAB,1
CBBBC,1
DACCD,3
DDBCA,1
ACBCD,0
AABAC,1
DABDC,1
DBCDB,3
CAABA,3
ABCAA,1
BADBA,1
ADCCD,0
DBBAA,0
AACCC,1
AABBB,3
BDBCC,1
ACCAD,4
AADBA,1
CBCBA,3
ACCDD,4
CBDAD,4
CBBAB,1
BAAAD,4
BBBAC,4
AABCB,0
CCCBD,3
DDBAD,0
DCCAD,4
DBCAB,0
CBCDC,1
ADBAB,0
ABDDB,1
ABDDB,1
DBDCB,1
BDBDD,3
DBBBC,1
DBCCC,1
BBDAC,4
BCBCB,0
BACDA,3
CBBBA,3
BCDAB,0
CDDDC,0
ACDAB,0
BCAAA,3
ADACD,0
CADDA,2
DBDDA,2
BBCCA,1
CDDBC,1
CCACC,1
ADACD,0
CAACA,1
DBDCA,2
DABCB,0
BDDAC,4
CBDCC,0
BADDB,3
DABDC,1
DCADB,1
ADCDD,4
BADAA,0
ADDCD,0
DCBAA,1
CDCCD,0
CCBCD,0
ABCAB,0
DADDC,1
CAAAC,1
DDADC,0
DDCAD,4
BCABD,0
BDADA,2
CBCCA,1
DBBAB,1
ADADD,0
BAAAA,2
DBAAD,4
DDCAB,0
BCDCC,1
BCCDC,4
ADAAD,3
ABACC,0
DCACA,2
CCBAA,2
DDCDC,4
BCDAA,2
ACCDA,2
AADCB,3
BBCDA,3
AACAC,4
DBDAA,0
BDDCD,0
DBAAB,1
BDCCC,1
ADDDC,4
DBBAC,4
ABBBD,3
CACCD,0
CACAC,1
BBBDB,1
AACAB,1
ABACD,0
ADCAB,0
ADCDB,0
CABCB,0
CBCDD,3
BBBDD,0
BDABD,0
ABDAA,0
DDBAC,1
DCABB,0
ADDDB,0
AACCB,3
BBCBB,3
CBCCC,1
CBDAA,0
ACBDD,3
CBAAC,4
BABCC,1
CADCD,0
BCBAB,0
CBDCD,0
ABBDB,1
BCCAD,4
ABCDB,3
DBDBC,1
ABCCA,1
DBDCB,1
BDBBD,3
CBDCA,2
CCBAC,4
ADBAD,0
DCBAB,0
CDBAC,4
CBCDB,3
DDACA,2
BDDAB,0
BCDAD,4
CDCDB,3
DBCCD,0
BABCD,0
DCDCD,0
DDDCA,1
BCBDC,1
BDCDD,4
BAABC,4
AABDB,3
DABCB,0
DACBD,0
ADDCD,0
ABCAD,0
BCDAD,4
CCCBA,3
ADBDD,3
BABBA,3
DDACC,0
ABABB,3
BAAAD,4
ACBCB,0
ACBDD,3
CBDBB,3
DCACA,2
ACBAB,0
AAAAB,0
BBCCC,1
ADCBB,0
ACCBA,2
BAACA,1
CACDB,3
DABBB,3
ABDCA,2
DBBBC,1
ACCCA,1
DABAA,1
BACBA,1
CCDDA,2
CBDBD,3
AAABB,0
DBABD,3
CABBC,4
BCBBC,1
AADDC,1
ADDAB,0
BCBBB,3
ACBAA,1
CABDD,4
CCCCB,0
BBADA,2
AABBB,3
ADCBD,4
CDACA,2
CDBCA,2
BAADC,4
BAABD,4
CACBC,1
ADBBD,3
DBBBB,3
CDBBD,3
ACDCD,0
CCBAC,4
CDCAA,1
ADBDB,3
ACCCC,1
ABDCB,1
DDABB,0
CBCDD,3
DACBA,1
DDAAC,1
ACACD,0
CDDCA,2
DBDBD,3
CDDBA,3
BBCBD,3
ABCCB,0
ADDDC,4
BCADD,0
DBBBC,1
BADCC,1
DCCDB,0
BDCDA,2
BCDBD,4
DBCDD,3
DABDA,3
ADDDC,4
CCABC,1
BDBCB,0
ACABB,0
DDDAD,4
BBCAD,0
DCDBA,2
CCDBA,2
BDBBD,3
ABDDB,1
CAAAC,1
CCCBA,3
BDBBB,3
DADAD,4
DBBBD,3
DAABD,4
CDCDC,1
ACBCC,1
BADCA,3
CABDA,2
BBBAD,4
DBCBB,3
DCAAB,3
BABDD,3
BBCCA,1
ADBDB,3
BBDBC,1
BDCAC,4
BCDCA,1
DDDCA,1
ADBCB,0
DDAAA,3
ABCCC,1
DCCBB,0
DACAC,4
BCCBA,2
ADDBC,4
CCACB,0
BACDD,3
BCCDA,2
BBACA,2
CDDBC,1
CBCDA,3
DADBB,0
CCCAA,1
CAAAD,0
DBBCB,1
CAAAA,1
DADAD,4
ABCAC,1
BBCCB,0
DABAA,1
ADDAC,4
CACBD,3
BDDBA,2
BCBDA,3
CACDD,3
DBDBB,3
BCAAA,3
ACBBD,3
BBDDD,0
AAACA,1
ABCBB,3
AABCB,0
DACDC,1
DDBDA,3
BACCC,1
DCDDA,2
BDDBC,4
BCCBC,4
DABBD,3
CBCCA,1
CACAC,1
BBDCB,1
ADCAB,0
BCDCA,1
BBBDB,1
BCCBC,4
BACDC,1
CADDD,4
ABABA,3
DACDC,1
CBCAC,1
CCCBB,3
CBACB,1
BDDBC,4
DCDAB,0
BACCC,1
BCABA,1
CBBDB,1
DACBA,1
ACDDA,2
BCBAA,1
DDBBC,1
ADBCD,0
CDBDC,0
ADDAD,4
ACABB,0
DBCDA,3
CABAC,4
BDDCA,1
DDBAD,0
CCBCB,0
AACDD,3
CCCAC,1
DCADC,0
CDAAA,0
BBBBD,3
BAADB,0
BAADA,2
ADDCC,1
CCABA,3
BADDA,3
BBDAD,4
BCABC,1
DCDCA,1
DCACD,0
DADDB,3
CDCCA,1
BADAB,1
ADDCC,1
DCACB,1
ABBAD,4
CAADD,3
ACADC,0
ABDBD,3
BBAAA,0
DBCAC,1
DCDAB,0
ABCAD,0
BDBBC,1
CDDDD,0
DDBDB,3
DCCDB,0
BADDA,3
CCCAA,1
ADBBB,3
ACABD,0
AADCD,3
DBDCC,0
ABDDA,2
CABDB,0
ABBAB,1
ACADC,0
BBDCD,0
DDBDC,1
ACBDD,3
BDBCA,1
DDCDC,4
BAAAA,2
BACAD,4
ADBBD,3
ACCDC,4
DABBD,3
CACBA,3
BBDDD,0
BCDCD,0
CCACA,1
BBDCD,0
ABADB,1
BCCBC,4
DDACC,0
DCDBB,0
BBCDB,3
DADDD,3
BDBCA,1
CACBC,1
CBBBB,3
BBDAC,4
CDDCB,1
ADBAC,1
BCAAB,3
BCDBC,4
AABAD,0
DBCDA,3
BBCCD,0
BADBA,1
CACAA,1
CAACB,0
ABCCC,1
CCABA,3
BBDCA,2
ABDCC,0
ABCDB,3
CDCAA,1
CCBDC,4
CDBAB,1
AAADC,4
CADCB,0
ABDAC,4
CCBDA,2
CCBDC,4
CCBCB,0
BBBDC,0
DDCBC,4
ABDCA,2
ADBDB,3
DCCBA,2
CCAAA,1
CBBAB,1
BADBA,1
BABAD,0
ACACA,2
ACBCB,0
ABDDB,1
DDBAA,1
CBADB,1
DCBDC,1
ABCAA,1
ACDBD,4
AACAA,0
DBDAA,0
BCCCA,1
DCADD,0
AADAA,0
CBDBC,1
ACCCC,1
DACAB,1
BDABC,1
DCCCB,0
CADBC,4
CBDDD,0
BACBC,1
DBCBC,1
CBACC,0
CCBCC,1
CDAAB,1
ADDCA,1
DBBDD,0
CCBAA,2
CCBDB,0
BAADC,4
ADDBD,4
BBACD,0
CBCBA,3
BDDCB,0
CABBC,4
BCAAC,1
AAACA,1
CABCD,0
ABDBC,1
DACDC,1
ADADB,1
DBDCD,0
ACDAC,4
ACCAA,2
CCCBB,3
AABBD,3
ABBDA,2
ACBAD,0
ABCCB,0
DBADA,2
ADDBC,4
ABCBB,3
CDDCA,2
DDACD,0
DADDD,3
CCBCD,0
ADCDB,0
CADAD,4
ADABA,1
BDCDB,0
DCDAD,4
DDACA,2
ACDCD,0
CCAAC,1
ABADD,0
ADACD,0
ADDDB,0
BCBCD,0
BCAAD,3
BADBC,1
BADBC,1
CCADB,3
ADADC,0
AAACD,0
CDBAC,4
CBACD,0
BCCAC,4
BCDAC,4
ABCCA,1
AACDD,3
DBCBD,3
ACBCD,0
ABDBC,1
AAACC,1
BADDA,3
DBBDA,2
CDBDB,1
BDCDC,4
CBADA,2
CDADA,2
ADACB,1
DDADD,0
BBAAC,4
BACAC,4
DCADB,1
BCCBB,0
BACDD,3
BDBAB,0
BABCD,0
CCCAD,0
CCACC,1
DCCDD,4
CCBAA,2
ADDBA,2
CCADD,3
ADDDD,4
BAABD,4
DDAAA,3
DCBCA,1
BBCAD,0
DCDCC,1
BACAD,4
BAAAD,4
BACAA,0
ACADD,0
ACABC,1
DCCBD,4
CBABA,3
DBCCD,0
CAADA,3
CADDD,4
DBCBD,3
CBACA,2
DACBD,0
CBACC,0
ABBDD,0
CACAC,1
BCDDD,4
BBDAD,4
DCDDA,2
ACDAD,4
DDBDC,1
CCAAD,0
DBABD,3
CACDC,1
BACAD,4
DADAD,4
DDCDB,0
CBADA,2
BCABC,1
DABBC,1
DBACC,0
CACBA,3
ACCBA,2
DCCDC,4
ABCCC,1
CDBBA,3
ACBAC,1
BDADB,1
CCABD,3
BCDCB,0
ADBDB,3
BAAAD,4
BBCAA,1
DDDDB,0
DBCBA,3
CADCA,1
DCADC,0
AAABC,4
BCDAB,0
BAADA,2
CDCDC,1
CDCCD,0
DBCAB,0
DACCD,3
BBCCA,1
DABDB,3
BCADC,0
ACADB,1
BCDAA,2
BDBAB,0
CAAAB,0
DBCDC,1
BDDDD,4
CDDCD,0
CABCB,0
ABABD,3
BBDBB,3
CBCBB,3
CBDCB,1
BCCAC,4
DCDAC,4
AADAB,1
DDABC,1
DABCA,1
ACCBC,4
BCCCC,1
DBACB,1
DDBCA,1
CCBBA,2
BCACD,0
ABBAD,4
BBACC,0
CBBAA,0
BADAC,4
CCDCC,1
DDBAA,1
AADAD,4
BBAAB,1
DBABD,3
CCABB,3
DDBCD,0
AAABD,4
DCABC,1
ACDDB,0
ADAAB,3
DAACD,0
ACDCB,0
ACDAB,0
AADCC,1
ABCAB,0
BBABB,3
DBCCD,0
BCACA,2
CDBCC,0
DADAA,0
DCBBB,3
ABACB,1
ACBCB,0
ACCBA,2
ABBBC,1
BCDBB,0
ABABA,3
CAABD,3
CCBDC,4
BCCBB,0
DDCAD,4
DDBAD,0
BCADA,2
ABDAA,0
BBCCB,0
DADBC,1
CAADD,3
DAADC,4
CBCCC,1
BDACA,2
BACAB,1
DAAAC,4
BDCAA,2
CCBCA,1
CDDBB,3
ABCCB,0
BDABB,0
DADDB,3
BABDD,3
BBBBD,3
ACAAD,3
ABCBA,3
DABBD,3
ABBDB,1
BBADB,1
ADCDA,2
CCCAD,0
BDDCD,0
AAABD,4
DBADB,1
ADDBD,4
CDACB,1
CDDDD,0
DCCDB,0
BCAAA,3
CDCAD,0
CCACC,1
DCBBD,3
DBADB,1
BCDDB,0
DDDCB,0
BBDDB,1
ADBBC,1
DDDCB,0
AADDB,3
AACCD,3
CBCAA,1
DBBDB,1
BABDA,3
BBDAC,4
BDCDA,2
CBCAA,1
CCBAB,0
AAABA,2
BDDBD,4
ACBBA,3
CDBDC,0
CDACC,0
BDDCA,1
BAAAD,4
AABCC,1
BACBC,1
AABCB,0
BCBCC,1
CBDAC,4
CDABB,3
CABDA,2
CCBCA,1
CCBBD,4
AABBB,3
BAACC,1
DBBAD,4
BBADA,2
BAAAD,4
AAACC,1
CBDAB,1
DDCAC,4
CCDAA,2
DDCDC,4
ABADA,2
DCBBB,3
CBCBB,3
BDBDC,1
BDAAD,3
BADDD,3
BDAAD,3
BCBDD,3
BDDDD,4
DACAC,4
DBABB,3
CBABA,3
BCDAC,4
ADDBA,2
CDBAA,0
AACDB,3
CBCDA,3
DDCCA,1
CBDBA,3
DCBBD,3
DDCDA,2
BABAC,1
CBAAB,1
DCBDC,1
ADDCD,0
CBABC,1
DDABA,1
CCADB,3
CBCBA,3
BCCCB,0
BDCBB,0
ACDBA,2
CDCCC,1
DACCA,3
DCADB,1
DBBCD,0
CCBAD,4
DBBCA,2
AAAAA,2
CDCBA,3
DAACC,1
DDCBB,0
DDDBB,0
DCDCC,1
BCAAA,3
DCABC,1
AADCC,1
CDCAB,0
ABAAB,1
BDDCC,1
AADBD,0
BACBC,1
ABDAA,0
ADADC,0
BDDBA,2
CDDCA,2
BCCDB,0
AADDC,1
BCCDB,0
BBCAA,1
BDDAC,4
DCBBD,3
BCAAA,3
DDBAB,0
BADDA,3
AADAC,4
BADAC,4
ABADD,0
CABDC,4
DACBB,0
DACCB,3
ABACA,2
ADCBC,4
BDCDD,4
BABDB,3
CBDDD,0
BCBDA,3
DCADA,2
ADCAD,4
ACCCB,0
AABDB,3
BCCAD,4
ABDDC,0
DABCB,0
DDCAD,4
BAABA,2
CCDDC,4
DBBAD,4
AABDC,1
ACADD,0
CCAAB,0
BCBBD,3
BBACA,2
BDBBC,1
CCABC,1
DCBDA,3
CCCBC,1
BBABA,3
BCBAB,0
DDCAC,4
AADCB,3
ADAAC,1
DBAAD,4
DBCAA,1
CCDAC,4
CCACA,1
ACCDB,0
DADCD,3
ADCCC,1
BBCBA,3
CACAB,0
BBAAA,0
ACADD,0
DDACA,2
CADAC,4
CCCAC,1
DACDB,3
CABAB,0
BADCC,1
AADBC,1
DDACC,0
BADBD,0
BADBA,1
BCADA,2
BACAA,0
DDBAA,1
BDCDB,0
DCBAA,1
AAAAB,0
DCDBC,4
DDDAA,2
DCDBD,4
DBABC,1
CBBBD,3
DAAAD,4
CDAAA,0
CBDCB,1
BBDAB,1
DBCAB,0
ACAAC,1
DBADB,1
BDCDD,4
BDCDC,4
CDABB,3
DBACC,0
CBBAB,1
DAABC,4
AAABB,0
BDDAB,0
ADBDC,1
CABDB,0
BBAAB,1
DCCDC,4
ACDBD,4
ABABB,3
BAABC,4
BABAD,0
BADDA,3
CCDCB,0
BAABD,4
CCBDA,2
BBAAB,1
